Machine Module SVA1015X
Trace Name,Trace A
3.656350e+07,-1.084183e+01
3.706300e+07,-1.082790e+01
3.756250e+07,-1.080901e+01
3.806200e+07,-1.083574e+01
3.856150e+07,-1.084932e+01
3.906100e+07,-1.088814e+01
3.956050e+07,-1.091676e+01
4.006000e+07,-1.093568e+01
4.055950e+07,-1.095739e+01
4.105900e+07,-1.097035e+01
4.155850e+07,-1.099777e+01
4.205800e+07,-1.101103e+01
4.255750e+07,-1.103083e+01
4.305700e+07,-1.105204e+01
4.355650e+07,-1.106394e+01
4.405600e+07,-1.107189e+01
4.455550e+07,-1.107063e+01
4.505500e+07,-1.108462e+01
4.555450e+07,-1.111240e+01
4.605400e+07,-1.114511e+01
4.655350e+07,-1.117282e+01
4.705300e+07,-1.120228e+01
4.755250e+07,-1.122371e+01
4.805200e+07,-1.124687e+01
4.855150e+07,-1.126364e+01
4.905100e+07,-1.128717e+01
4.955050e+07,-1.130434e+01
5.005000e+07,-1.132946e+01
5.054950e+07,-1.135066e+01
5.104900e+07,-1.137313e+01
5.154850e+07,-1.140157e+01
5.204800e+07,-1.142950e+01
5.254750e+07,-1.145382e+01
5.304700e+07,-1.150473e+01
5.354650e+07,-1.154504e+01
5.404600e+07,-1.158266e+01
5.454550e+07,-1.163396e+01
5.504500e+07,-1.167948e+01
5.554450e+07,-1.173547e+01
5.604400e+07,-1.180013e+01
5.654350e+07,-1.187706e+01
5.704300e+07,-1.196265e+01
5.754250e+07,-1.206022e+01
5.804200e+07,-1.218006e+01
5.854150e+07,-1.231946e+01
5.904100e+07,-1.248827e+01
5.954050e+07,-1.269120e+01
6.004000e+07,-1.294942e+01
6.053950e+07,-1.329409e+01
6.103900e+07,-1.374761e+01
6.153850e+07,-1.426290e+01
6.203800e+07,-1.466714e+01
6.253750e+07,-1.450969e+01
6.303700e+07,-1.403232e+01
6.353650e+07,-1.386125e+01
6.403600e+07,-1.408407e+01
6.453550e+07,-1.461329e+01
6.503500e+07,-1.543150e+01
6.553450e+07,-1.656274e+01
6.603400e+07,-1.811496e+01
6.653350e+07,-2.025462e+01
6.703300e+07,-2.329435e+01
6.753250e+07,-2.755446e+01
6.803200e+07,-3.094662e+01
6.853150e+07,-2.767777e+01
6.903100e+07,-2.392814e+01
6.953050e+07,-2.132407e+01
7.003000e+07,-1.950999e+01
7.052950e+07,-1.821391e+01
7.102900e+07,-1.724643e+01
7.152850e+07,-1.651595e+01
7.202800e+07,-1.594819e+01
7.252750e+07,-1.549897e+01
7.302700e+07,-1.514651e+01
7.352650e+07,-1.484899e+01
7.402600e+07,-1.460795e+01
7.452550e+07,-1.441774e+01
7.502500e+07,-1.426457e+01
7.552450e+07,-1.414358e+01
7.602400e+07,-1.404727e+01
7.652350e+07,-1.397399e+01
7.702300e+07,-1.392193e+01
7.752250e+07,-1.387665e+01
7.802200e+07,-1.383711e+01
7.852150e+07,-1.382179e+01
7.902100e+07,-1.380892e+01
7.952050e+07,-1.380779e+01
8.002000e+07,-1.381792e+01
8.051950e+07,-1.383703e+01
8.101900e+07,-1.388741e+01
8.151850e+07,-1.398420e+01
8.201800e+07,-1.423297e+01
8.251750e+07,-1.426068e+01
8.301700e+07,-1.393830e+01
8.351650e+07,-1.386670e+01
8.401600e+07,-1.386626e+01
8.451550e+07,-1.389292e+01
8.501500e+07,-1.392870e+01
8.551450e+07,-1.396357e+01
8.601400e+07,-1.400013e+01
8.651350e+07,-1.403923e+01
8.701300e+07,-1.408381e+01
8.751250e+07,-1.412330e+01
8.801200e+07,-1.416434e+01
8.851150e+07,-1.419624e+01
8.901100e+07,-1.423911e+01
8.951050e+07,-1.427810e+01
9.001000e+07,-1.431594e+01
9.050950e+07,-1.437075e+01
9.100900e+07,-1.442328e+01
9.150850e+07,-1.448029e+01
9.200800e+07,-1.452325e+01
9.250750e+07,-1.458017e+01
9.300700e+07,-1.463167e+01
9.350650e+07,-1.468619e+01
9.400600e+07,-1.473756e+01
9.450550e+07,-1.477597e+01
9.500500e+07,-1.482650e+01
9.550450e+07,-1.491792e+01
9.600400e+07,-1.520505e+01
9.650350e+07,-1.593524e+01
9.700300e+07,-1.612950e+01
9.750250e+07,-1.578314e+01
9.800200e+07,-1.559952e+01
9.850150e+07,-1.551443e+01
9.900100e+07,-1.546594e+01
9.950050e+07,-1.543224e+01
1.000000e+08,-1.542097e+01
Trace Name,Trace B
Meas Type,S21
Start Frequency,+1.000000000E+05
Stop Frequency,+1.000000000E+08
Format,Phase
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,2.201131e+01
5.995000e+05,-1.328764e+02
1.099000e+06,-1.221429e+02
1.598500e+06,-1.124260e+02
2.098000e+06,-1.054681e+02
2.597500e+06,-9.695366e+01
3.097000e+06,-8.821590e+01
3.596500e+06,-7.922539e+01
4.096000e+06,-7.108592e+01
4.595500e+06,-6.274499e+01
5.095000e+06,-5.391084e+01
5.594500e+06,-4.647704e+01
6.094000e+06,-3.784941e+01
6.593500e+06,-2.990284e+01
7.093000e+06,-2.135078e+01
7.592500e+06,-1.318049e+01
8.092000e+06,-1.585458e+01
8.591500e+06,-1.694798e+01
9.091000e+06,-1.810856e+01
9.590500e+06,-1.887561e+01
1.009000e+07,-2.007466e+01
1.058950e+07,-2.089368e+01
1.108900e+07,-2.221582e+01
1.158850e+07,-2.325180e+01
1.208800e+07,-2.433798e+01
1.258750e+07,-2.542150e+01
1.308700e+07,-2.615772e+01
1.358650e+07,-2.723378e+01
1.408600e+07,-2.828367e+01
1.458550e+07,-2.931524e+01
1.508500e+07,-3.054260e+01
1.558450e+07,-3.151310e+01
1.608400e+07,-3.256201e+01
1.658350e+07,-3.355453e+01
1.708300e+07,-3.463567e+01
1.758250e+07,-3.564678e+01
1.808200e+07,-3.672588e+01
1.858150e+07,-3.760536e+01
1.908100e+07,-3.890858e+01
1.958050e+07,-4.000357e+01
2.008000e+07,-4.089941e+01
2.057950e+07,-4.202617e+01
2.107900e+07,-4.296266e+01
2.157850e+07,-4.398789e+01
2.207800e+07,-4.523812e+01
2.257750e+07,-4.622224e+01
2.307700e+07,-4.719780e+01
2.357650e+07,-4.829362e+01
2.407600e+07,-4.932418e+01
2.457550e+07,-5.022734e+01
2.507500e+07,-5.140817e+01
2.557450e+07,-5.248975e+01
2.607400e+07,-5.363834e+01
2.657350e+07,-5.462034e+01
2.707300e+07,-5.567329e+01
2.757250e+07,-5.672273e+01
2.807200e+07,-5.782659e+01
2.857150e+07,-5.901415e+01
2.907100e+07,-6.018101e+01
2.957050e+07,-6.130807e+01
3.007000e+07,-6.246252e+01
3.056950e+07,-6.372225e+01
3.106900e+07,-6.499703e+01
3.156850e+07,-6.620256e+01
3.206800e+07,-6.777665e+01
3.256750e+07,-6.951726e+01
3.306700e+07,-7.185578e+01
3.356650e+07,-7.568302e+01
3.406600e+07,-7.633914e+01
3.456550e+07,-6.412096e+01
3.506500e+07,-6.741235e+01
3.556450e+07,-6.979764e+01
3.606400e+07,-7.161187e+01
3.656350e+07,-7.330422e+01
3.706300e+07,-7.458450e+01
3.756250e+07,-7.593868e+01
3.806200e+07,-7.717859e+01
3.856150e+07,-7.840936e+01
3.906100e+07,-7.952187e+01
3.956050e+07,-8.071311e+01
4.006000e+07,-8.185285e+01
4.055950e+07,-8.305278e+01
4.105900e+07,-8.411927e+01
4.155850e+07,-8.530573e+01
4.205800e+07,-8.643513e+01
4.255750e+07,-8.759714e+01
4.305700e+07,-8.876150e+01
4.355650e+07,-8.985385e+01
4.405600e+07,-9.098095e+01
4.455550e+07,-9.223491e+01
4.505500e+07,-9.330067e+01
4.555450e+07,-9.451349e+01
4.605400e+07,-9.574145e+01
4.655350e+07,-9.685978e+01
4.705300e+07,-9.798845e+01
4.755250e+07,-9.927881e+01
4.805200e+07,-1.004966e+02
4.855150e+07,-1.017373e+02
4.905100e+07,-1.029497e+02
4.955050e+07,-1.042350e+02
5.005000e+07,-1.055703e+02
5.054950e+07,-1.069265e+02
5.104900e+07,-1.083250e+02
5.154850e+07,-1.097765e+02
5.204800e+07,-1.111862e+02
5.254750e+07,-1.126106e+02
5.304700e+07,-1.140063e+02
5.354650e+07,-1.154421e+02
5.404600e+07,-1.170867e+02
5.454550e+07,-1.187074e+02
5.504500e+07,-1.203043e+02
5.554450e+07,-1.220298e+02
5.604400e+07,-1.238448e+02
5.654350e+07,-1.256842e+02
5.704300e+07,-1.276537e+02
5.754250e+07,-1.297063e+02
5.804200e+07,-1.317928e+02
5.854150e+07,-1.339521e+02
5.904100e+07,-1.361682e+02
5.954050e+07,-1.385362e+02
6.004000e+07,-1.408327e+02
6.053950e+07,-1.430894e+02
6.103900e+07,-1.448777e+02
6.153850e+07,-1.454806e+02
6.203800e+07,-1.440698e+02
6.253750e+07,-1.421364e+02
6.303700e+07,-1.441609e+02
6.353650e+07,-1.495046e+02
6.403600e+07,-1.557049e+02
6.453550e+07,-1.619609e+02
6.503500e+07,-1.680294e+02
6.553450e+07,-1.738831e+02
6.603400e+07,-1.792563e+02
6.653350e+07,1.767381e+02
6.703300e+07,1.763282e+02
6.753250e+07,-1.735520e+02
6.803200e+07,-1.330303e+02
6.853150e+07,-9.466083e+01
6.903100e+07,-8.466021e+01
6.953050e+07,-8.409560e+01
7.003000e+07,-8.642551e+01
7.052950e+07,-8.962226e+01
7.102900e+07,-9.315892e+01
7.152850e+07,-9.660018e+01
7.202800e+07,-9.993039e+01
7.252750e+07,-1.031083e+02
7.302700e+07,-1.060986e+02
7.352650e+07,-1.089809e+02
7.402600e+07,-1.116155e+02
7.452550e+07,-1.141631e+02
7.502500e+07,-1.165718e+02
7.552450e+07,-1.188734e+02
7.602400e+07,-1.210690e+02
7.652350e+07,-1.231834e+02
7.702300e+07,-1.251398e+02
7.752250e+07,-1.271008e+02
7.802200e+07,-1.289920e+02
7.852150e+07,-1.308131e+02
7.902100e+07,-1.325696e+02
7.952050e+07,-1.342766e+02
8.002000e+07,-1.360047e+02
8.051950e+07,-1.376322e+02
8.101900e+07,-1.393698e+02
8.151850e+07,-1.410911e+02
8.201800e+07,-1.422103e+02
8.251750e+07,-1.406167e+02
8.301700e+07,-1.418054e+02
8.351650e+07,-1.438932e+02
8.401600e+07,-1.456596e+02
8.451550e+07,-1.472017e+02
8.501500e+07,-1.486631e+02
8.551450e+07,-1.500819e+02
8.601400e+07,-1.513480e+02
8.651350e+07,-1.527043e+02
8.701300e+07,-1.539559e+02
8.751250e+07,-1.551727e+02
8.801200e+07,-1.563917e+02
8.851150e+07,-1.576087e+02
8.901100e+07,-1.588033e+02
8.951050e+07,-1.600377e+02
9.001000e+07,-1.612502e+02
9.050950e+07,-1.624076e+02
9.100900e+07,-1.636016e+02
9.150850e+07,-1.647157e+02
9.200800e+07,-1.659215e+02
9.250750e+07,-1.670530e+02
9.300700e+07,-1.682546e+02
9.350650e+07,-1.694358e+02
9.400600e+07,-1.707304e+02
9.450550e+07,-1.721241e+02
9.500500e+07,-1.737715e+02
9.550450e+07,-1.759780e+02
9.600400e+07,-1.787361e+02
9.650350e+07,-1.794759e+02
9.700300e+07,-1.752554e+02
9.750250e+07,-1.745934e+02
9.800200e+07,-1.756293e+02
9.850150e+07,-1.769256e+02
9.900100e+07,-1.784096e+02
9.950050e+07,1.799707e+02
1.000000e+08,1.780860e+02
